Date,Open,High,Low,Close,Adj Close,Volume
2010-05-05,11225.000000,11740.000000,11225.000000,11500.000000,11142.795898,2264
2010-05-06,11480.000000,11890.000000,11400.000000,11565.000000,11205.776367,1825
2010-05-07,11000.000000,11400.000000,10625.000000,10740.000000,10406.401367,9797
2010-05-10,10970.000000,10970.000000,10600.000000,10780.000000,10445.160156,6515
2010-05-11,10810.000000,12000.000000,10805.000000,10930.000000,10590.500977,5900
2010-05-12,10925.000000,11300.000000,10900.000000,11195.000000,10847.269531,6895
2010-05-13,11285.000000,11385.000000,10925.000000,10990.000000,10648.637695,2321
2010-05-14,11035.000000,11285.000000,10800.000000,10830.000000,10493.606445,1523
2010-05-17,10530.000000,11240.000000,10210.000000,11105.000000,10760.064453,9046
2010-05-18,11170.000000,11170.000000,10800.000000,10990.000000,10648.637695,2325
2010-05-19,11150.000000,11415.000000,10450.000000,10535.000000,10207.770508,9280
2010-05-20,10720.000000,10825.000000,9910.000000,10025.000000,9713.610352,3231
2010-05-21,9810.000000,9880.000000,9405.000000,9725.000000,9422.929688,16873
2010-05-24,9940.000000,10285.000000,9810.000000,9890.000000,9582.803711,2938
2010-05-25,9900.000000,9950.000000,9300.000000,9360.000000,9069.267578,2716
2010-05-26,9800.000000,9840.000000,9100.000000,9125.000000,8841.566406,32581
2010-05-27,9275.000000,9830.000000,9250.000000,9715.000000,9413.240234,5923
2010-05-28,9930.000000,10195.000000,9450.000000,10090.000000,9776.590820,18272
2010-05-31,10180.000000,10220.000000,9710.000000,9780.000000,9476.221680,7179
2010-06-01,9850.000000,9925.000000,9420.000000,9480.000000,9185.539063,16745
2010-06-02,9670.000000,9900.000000,9540.000000,9780.000000,9476.221680,5658
2010-06-03,9800.000000,9980.000000,9700.000000,9840.000000,9534.358398,4229
2010-06-04,9900.000000,10200.000000,9735.000000,9960.000000,9650.630859,15635
2010-06-07,9580.000000,10610.000000,9580.000000,10480.000000,10154.479492,37867
2010-06-08,10650.000000,10720.000000,10080.000000,10180.000000,9863.795898,36418
2010-06-09,10250.000000,10525.000000,10200.000000,10260.000000,9941.311523,8688
2010-06-10,10250.000000,10460.000000,10250.000000,10380.000000,10057.584961,12556
2010-06-11,10495.000000,10520.000000,10220.000000,10410.000000,10086.653320,5452
2010-06-14,10490.000000,10500.000000,10325.000000,10405.000000,10081.806641,2787
2010-06-15,10400.000000,10500.000000,10260.000000,10345.000000,10023.672852,3585
2010-06-16,10410.000000,10460.000000,10220.000000,10270.000000,9951.000977,2690
2010-06-17,10360.000000,10360.000000,9985.000000,10170.000000,9854.107422,2957
2010-06-18,10370.000000,10370.000000,10045.000000,10115.000000,9800.815430,3389
2010-06-21,10305.000000,10400.000000,9905.000000,10145.000000,9829.883789,3194
2010-06-22,10190.000000,10190.000000,10000.000000,10120.000000,9805.660156,1087
2010-06-23,10050.000000,10940.000000,10050.000000,10805.000000,10469.383789,20249
2010-06-24,10910.000000,11000.000000,10605.000000,10675.000000,10343.420898,14110
2010-06-25,10700.000000,10770.000000,10510.000000,10580.000000,10251.373047,4622
2010-06-28,10600.000000,10745.000000,10215.000000,10670.000000,10338.578125,4838
2010-06-29,10700.000000,10760.000000,10400.000000,10545.000000,10217.458984,3108
2010-06-30,10480.000000,10880.000000,10410.000000,10665.000000,10333.732422,6797
2010-07-01,10710.000000,11080.000000,10700.000000,10850.000000,10512.985352,14656
2010-07-02,10890.000000,11050.000000,10725.000000,10805.000000,10469.383789,5225
2010-07-05,10775.000000,11130.000000,10605.000000,10985.000000,10643.792969,8015
2010-07-06,11000.000000,11315.000000,10980.000000,11140.000000,10793.978516,10850
2010-07-07,11140.000000,11245.000000,10910.000000,10960.000000,10619.569336,5199
2010-07-08,11000.000000,11185.000000,10925.000000,11010.000000,10668.014648,3737
2010-07-09,11050.000000,11095.000000,10900.000000,10905.000000,10566.278320,2300
2010-07-12,10995.000000,11135.000000,10910.000000,11005.000000,10663.170898,2928
2010-07-13,10810.000000,11095.000000,10750.000000,11040.000000,10697.084961,3303
2010-07-14,11135.000000,11135.000000,10810.000000,10845.000000,10508.141602,1362
2010-07-15,10930.000000,10930.000000,10430.000000,10465.000000,10139.944336,3641
2010-07-16,10600.000000,10835.000000,10560.000000,10670.000000,10338.578125,6698
2010-07-19,10590.000000,10755.000000,10560.000000,10595.000000,10265.906250,4793
2010-07-20,10700.000000,10700.000000,10475.000000,10525.000000,10198.080078,1322
2010-07-21,10500.000000,10630.000000,10500.000000,10550.000000,10222.303711,1635
2010-07-22,10555.000000,10630.000000,10400.000000,10590.000000,10261.061523,921
2010-07-23,10650.000000,10730.000000,10420.000000,10460.000000,10135.099609,1329
2010-07-26,10505.000000,10705.000000,10425.000000,10465.000000,10139.944336,2023
2010-07-27,10510.000000,10580.000000,10355.000000,10505.000000,10178.701172,1117
2010-07-28,10570.000000,10570.000000,10365.000000,10400.000000,10076.963867,981
2010-07-29,10455.000000,10475.000000,10010.000000,10100.000000,9786.279297,6513
2010-07-30,10130.000000,10365.000000,10120.000000,10195.000000,9878.330078,1302
2010-08-02,10280.000000,10490.000000,10150.000000,10290.000000,9970.379883,2447
2010-08-03,10380.000000,10900.000000,10230.000000,10840.000000,10503.295898,8303
2010-08-04,10980.000000,11075.000000,10745.000000,10855.000000,10517.830078,4531
2010-08-05,10900.000000,11240.000000,10785.000000,10990.000000,10648.637695,20155
2010-08-06,11050.000000,11160.000000,10900.000000,11010.000000,10668.014648,6761
2010-08-09,11040.000000,11125.000000,10830.000000,10905.000000,10566.278320,2686
2010-08-10,10960.000000,10980.000000,10720.000000,10785.000000,10450.004883,2448
2010-08-11,10800.000000,11065.000000,10800.000000,10890.000000,10551.742188,6248
2010-08-12,10900.000000,11310.000000,10660.000000,10800.000000,10464.538086,2749
2010-08-13,10885.000000,10890.000000,10650.000000,10705.000000,10372.489258,1735
2010-08-16,10625.000000,10920.000000,10575.000000,10600.000000,10270.750977,2631
2010-08-17,10600.000000,10845.000000,10540.000000,10715.000000,10382.179688,3226
2010-08-18,10750.000000,10795.000000,10570.000000,10745.000000,10411.247070,2452
2010-08-19,10800.000000,11785.000000,10665.000000,11595.000000,11234.845703,46520
2010-08-20,11595.000000,12040.000000,11370.000000,11920.000000,11549.750000,26176
2010-08-23,11920.000000,12170.000000,11700.000000,12000.000000,11627.265625,14936
2010-08-24,12040.000000,12285.000000,11900.000000,12130.000000,11753.225586,19733
2010-08-25,12285.000000,12770.000000,12160.000000,12665.000000,12271.610352,41548
2010-08-26,12890.000000,13250.000000,12600.000000,13135.000000,12727.011719,64893
2010-08-27,13250.000000,13250.000000,12655.000000,12940.000000,12538.067383,28203
2010-08-30,13115.000000,13220.000000,12730.000000,12890.000000,12489.620117,12861
2010-08-31,12875.000000,12960.000000,12740.000000,12825.000000,12426.639648,15289
2010-09-01,12840.000000,13795.000000,12840.000000,13695.000000,13269.617188,37946
2010-09-02,13835.000000,14050.000000,13360.000000,13555.000000,13133.964844,14223
2010-09-03,13620.000000,13880.000000,13560.000000,13680.000000,13255.082031,6477
2010-09-06,13915.000000,14020.000000,13630.000000,13815.000000,13385.889648,13202
2010-09-07,13915.000000,14175.000000,13760.000000,14100.000000,13662.036133,26382
2010-09-08,14145.000000,14145.000000,13855.000000,13960.000000,13526.384766,4074
2010-09-09,14075.000000,14185.000000,13860.000000,14105.000000,13666.880859,8506
2010-09-13,14210.000000,14245.000000,13390.000000,13805.000000,13376.200195,7854
2010-09-14,13635.000000,14015.000000,12610.000000,12840.000000,12441.172852,20763
2010-09-15,12950.000000,13170.000000,12730.000000,12855.000000,12455.708008,6116
2010-09-16,12900.000000,13475.000000,12900.000000,13270.000000,12857.818359,19171
2010-09-17,13395.000000,13500.000000,13020.000000,13390.000000,12974.091797,9409
2010-09-20,13500.000000,13570.000000,13300.000000,13345.000000,12930.487305,2949
2010-09-21,13345.000000,13635.000000,12830.000000,13280.000000,12867.506836,13369
2010-09-22,13210.000000,13330.000000,12855.000000,13040.000000,12634.961914,6261
2010-09-23,12990.000000,13525.000000,12945.000000,13355.000000,12989.986328,15250
2010-09-24,13500.000000,13575.000000,13255.000000,13455.000000,13087.252930,8595
2010-09-27,13300.000000,13600.000000,13300.000000,13400.000000,13033.754883,2505
2010-09-28,13400.000000,13745.000000,13250.000000,13340.000000,12975.394531,6994
2010-09-29,13300.000000,13540.000000,13200.000000,13255.000000,12892.717773,9413
2010-09-30,13160.000000,13445.000000,12845.000000,12985.000000,12630.098633,15192
2010-10-01,13130.000000,13190.000000,12750.000000,12825.000000,12474.470703,4154
2010-10-04,12960.000000,13350.000000,12920.000000,13115.000000,12756.545898,21491
2010-10-05,13115.000000,13640.000000,13005.000000,13435.000000,13067.798828,40989
2010-10-06,13600.000000,13870.000000,13450.000000,13460.000000,13092.115234,21139
2010-10-07,13550.000000,13640.000000,13300.000000,13400.000000,13033.754883,6474
2010-10-08,13215.000000,13535.000000,13215.000000,13410.000000,13043.481445,4298
2010-10-11,13510.000000,13840.000000,13440.000000,13725.000000,13349.874023,12150
2010-10-12,13690.000000,13800.000000,13225.000000,13345.000000,12980.258789,6957
2010-10-13,13420.000000,13970.000000,13210.000000,13880.000000,13500.636719,14873
2010-10-14,13900.000000,14000.000000,13420.000000,13660.000000,13286.649414,10980
2010-10-15,13725.000000,13865.000000,13500.000000,13580.000000,13208.835938,3574
2010-10-18,13750.000000,13750.000000,13255.000000,13420.000000,13053.208984,2149
2010-10-19,13585.000000,13585.000000,13325.000000,13515.000000,13145.613281,6042
2010-10-20,13480.000000,13670.000000,13325.000000,13410.000000,13043.481445,4041
2010-10-21,13400.000000,13635.000000,13330.000000,13595.000000,13223.426758,3460
2010-10-22,13640.000000,13645.000000,13155.000000,13425.000000,13058.073242,3824
2010-10-25,13450.000000,13600.000000,13360.000000,13400.000000,13033.754883,2801
2010-10-26,13460.000000,13500.000000,13050.000000,13125.000000,12766.271484,6684
2010-10-27,13160.000000,13265.000000,12935.000000,12980.000000,12625.234375,9704
2010-10-28,13095.000000,13180.000000,12820.000000,12900.000000,12547.421875,17085
2010-10-29,13045.000000,13400.000000,12840.000000,13210.000000,12848.949219,5011
2010-11-01,13300.000000,13440.000000,13195.000000,13295.000000,12931.625977,1738
2010-11-02,13700.000000,13700.000000,13115.000000,13185.000000,12824.630859,1262
2010-11-03,13140.000000,13430.000000,13140.000000,13190.000000,12829.495117,1335
2010-11-04,13200.000000,13330.000000,13150.000000,13225.000000,12863.540039,1003
2010-11-08,13670.000000,13670.000000,13335.000000,13460.000000,13092.115234,2170
2010-11-09,13545.000000,13570.000000,13370.000000,13420.000000,13053.208984,2361
2010-11-10,13550.000000,13825.000000,13450.000000,13575.000000,13203.972656,9124
2010-11-11,13800.000000,14220.000000,13460.000000,13615.000000,13242.879883,29256
2010-11-12,13680.000000,14090.000000,13500.000000,13520.000000,13150.476563,7356
2010-11-15,13555.000000,13635.000000,13100.000000,13250.000000,12887.854492,2528
2010-11-16,13260.000000,13415.000000,12590.000000,12710.000000,12362.615234,5343
2010-11-18,12720.000000,12870.000000,11710.000000,12160.000000,11827.647461,5769
2010-11-19,12205.000000,12225.000000,11170.000000,11365.000000,11054.375000,9996
2010-11-22,11400.000000,12140.000000,11015.000000,12040.000000,11710.926758,4134
2010-11-23,11900.000000,11940.000000,11500.000000,11775.000000,11453.168945,2184
2010-11-24,11775.000000,11980.000000,11500.000000,11595.000000,11278.089844,2129
2010-11-25,11000.000000,12000.000000,10820.000000,11845.000000,11521.257813,21943
2010-11-26,11505.000000,11810.000000,10700.000000,11535.000000,11219.729492,4625
2010-11-29,11555.000000,12190.000000,11250.000000,12060.000000,11730.379883,2872
2010-11-30,12100.000000,12100.000000,11725.000000,11915.000000,11589.342773,3154
2010-12-01,11955.000000,12540.000000,11860.000000,12355.000000,12017.317383,3956
2010-12-02,12495.000000,12950.000000,12495.000000,12800.000000,12450.156250,3699
2010-12-03,12450.000000,12545.000000,11195.000000,11735.000000,11414.263672,8724
2010-12-06,11735.000000,12450.000000,11710.000000,12120.000000,11788.739258,20209
2010-12-07,12240.000000,12670.000000,11635.000000,12390.000000,12051.360352,4506
2010-12-08,11900.000000,12270.000000,8120.000000,8925.000000,8681.065430,222571
2010-12-09,9400.000000,9400.000000,7985.000000,8300.000000,8073.146973,189237
2010-12-10,8060.000000,9400.000000,8060.000000,9095.000000,8846.418945,91555
2010-12-13,9200.000000,9785.000000,8985.000000,9650.000000,9386.250000,73406
2010-12-14,9740.000000,10135.000000,9610.000000,9895.000000,9624.553711,38462
2010-12-15,9850.000000,10590.000000,9510.000000,10090.000000,9814.222656,62741
2010-12-16,10110.000000,10480.000000,10010.000000,10370.000000,10086.570313,22152
2010-12-20,10295.000000,10480.000000,10180.000000,10265.000000,9984.441406,8437
2010-12-21,10310.000000,10480.000000,10260.000000,10400.000000,10115.750977,6546
2010-12-22,10300.000000,10545.000000,10125.000000,10230.000000,9950.397461,6176
2010-12-23,10295.000000,10335.000000,10110.000000,10200.000000,9921.216797,2567
2010-12-24,10195.000000,10400.000000,10140.000000,10285.000000,10003.893555,2108
2010-12-27,10350.000000,10380.000000,10105.000000,10175.000000,9896.901367,2083
2010-12-28,10295.000000,10455.000000,10125.000000,10380.000000,10096.297852,3655
2010-12-29,10380.000000,11190.000000,10100.000000,11070.000000,10767.439453,34849
2010-12-30,11075.000000,12350.000000,10950.000000,12125.000000,11793.603516,54748
2010-12-31,12300.000000,12380.000000,11920.000000,12030.000000,11701.199219,14761
2011-01-03,12300.000000,12800.000000,11800.000000,11935.000000,11608.796875,5224
2011-01-04,11950.000000,12060.000000,11800.000000,11890.000000,11565.027344,2818
2011-01-05,11800.000000,11955.000000,11445.000000,11570.000000,11253.772461,2150
2011-01-06,11750.000000,11780.000000,11315.000000,11515.000000,11200.276367,6815
2011-01-07,11405.000000,11470.000000,10600.000000,10855.000000,10558.314453,9510
2011-01-10,10800.000000,10940.000000,10520.000000,10560.000000,10271.375977,8319
2011-01-11,10600.000000,10800.000000,10340.000000,10495.000000,10208.153320,3353
2011-01-12,10550.000000,10965.000000,10425.000000,10810.000000,10514.543945,3633
2011-01-13,10945.000000,10955.000000,10450.000000,10525.000000,10237.333984,3018
2011-01-14,10550.000000,10835.000000,10425.000000,10525.000000,10237.333984,5400
2011-01-17,10455.000000,10830.000000,10280.000000,10575.000000,10285.967773,10154
2011-01-18,10700.000000,10900.000000,10600.000000,10795.000000,10499.955078,2045
2011-01-19,10900.000000,11500.000000,10860.000000,11400.000000,11088.417969,19507
2011-01-20,11350.000000,11460.000000,11080.000000,11250.000000,10942.518555,9491
2011-01-21,11240.000000,11240.000000,10950.000000,10980.000000,10679.898438,5626
2011-01-24,11000.000000,11740.000000,10830.000000,11610.000000,11292.679688,15420
2011-01-25,11940.000000,12240.000000,11420.000000,11655.000000,11336.450195,7918
2011-01-27,11795.000000,12225.000000,10500.000000,11640.000000,11321.859375,111275
2011-01-28,10645.000000,10845.000000,10405.000000,10705.000000,10412.414063,17225
2011-01-31,10530.000000,10890.000000,10330.000000,10750.000000,10456.183594,4978
2011-02-01,10840.000000,10950.000000,10525.000000,10580.000000,10290.832031,3359
2011-02-02,10770.000000,11040.000000,10630.000000,10705.000000,10412.414063,5359
2011-02-03,10750.000000,10885.000000,10705.000000,10805.000000,10509.681641,1138
2011-02-04,10800.000000,10950.000000,10610.000000,10635.000000,10344.328125,1883
2011-02-07,10700.000000,10795.000000,10250.000000,10470.000000,10183.837891,3108
2011-02-08,10555.000000,10615.000000,10150.000000,10245.000000,9964.987305,2518
2011-02-09,10235.000000,10390.000000,9580.000000,9865.000000,9595.372070,5275
2011-02-10,10000.000000,10200.000000,8960.000000,10045.000000,9770.453125,7428
2011-02-11,10100.000000,10290.000000,9755.000000,10135.000000,9857.994141,4832
2011-02-14,10215.000000,10510.000000,10125.000000,10405.000000,10120.613281,5035
2011-02-15,10400.000000,10800.000000,10235.000000,10555.000000,10266.513672,9346
2011-02-16,10400.000000,10700.000000,10400.000000,10575.000000,10285.967773,1590
2011-02-17,10520.000000,10740.000000,10505.000000,10660.000000,10368.644531,1937
2011-02-18,10485.000000,10800.000000,10250.000000,10345.000000,10062.253906,3181
2011-02-21,10345.000000,10735.000000,10120.000000,10550.000000,10261.650391,11500
2011-02-22,10530.000000,10535.000000,10225.000000,10375.000000,10091.434570,4395
2011-02-23,10385.000000,10800.000000,10260.000000,10685.000000,10392.960938,6717
2011-02-24,10600.000000,11065.000000,9765.000000,10250.000000,9969.849609,70974
2011-02-25,10370.000000,10520.000000,9910.000000,10100.000000,9823.949219,5077
2011-02-28,10200.000000,10395.000000,10000.000000,10150.000000,9872.583008,9236
2011-03-01,10230.000000,10510.000000,10225.000000,10420.000000,10135.204102,2331
2011-03-03,10590.000000,10590.000000,10240.000000,10390.000000,10106.024414,7519
2011-03-04,10575.000000,10575.000000,10180.000000,10235.000000,9955.260742,7841
2011-03-07,10200.000000,10300.000000,9850.000000,9995.000000,9721.819336,2230
2011-03-08,9910.000000,10170.000000,9910.000000,10110.000000,9833.678711,1444
2011-03-09,10120.000000,10280.000000,10120.000000,10220.000000,9940.670898,1612
2011-03-10,10200.000000,10390.000000,10115.000000,10160.000000,9882.310547,1710
2011-03-11,10010.000000,10300.000000,9925.000000,10040.000000,9765.590820,1689
2011-03-14,9795.000000,10100.000000,9655.000000,10040.000000,9765.590820,1928
2011-03-15,9905.000000,10000.000000,9620.000000,9885.000000,9614.827148,1508
2011-03-16,9990.000000,10090.000000,9915.000000,9980.000000,9707.230469,874
2011-03-17,9950.000000,10020.000000,9800.000000,9920.000000,9648.871094,1215
2011-03-18,9810.000000,10120.000000,9600.000000,10000.000000,9726.681641,2422
2011-03-21,9980.000000,10095.000000,9755.000000,9845.000000,9575.918945,1395
2011-03-22,9980.000000,10050.000000,9610.000000,9930.000000,9658.596680,7035
2011-03-23,9930.000000,10170.000000,9905.000000,10000.000000,9726.681641,2842
2011-03-24,10055.000000,10150.000000,9625.000000,9950.000000,9678.050781,4100
2011-03-25,10170.000000,10680.000000,9905.000000,10530.000000,10242.198242,12533
2011-03-28,10450.000000,10775.000000,10450.000000,10580.000000,10290.832031,3542
2011-03-29,10590.000000,10630.000000,10310.000000,10395.000000,10110.886719,2101
2011-03-30,10500.000000,10530.000000,10325.000000,10355.000000,10071.980469,1432
2011-03-31,10480.000000,10750.000000,9960.000000,10565.000000,10276.242188,16750
2011-04-01,10620.000000,10740.000000,10480.000000,10530.000000,10242.198242,1038
2011-04-04,10650.000000,10850.000000,10500.000000,10730.000000,10436.731445,5943
2011-04-05,10810.000000,11000.000000,10615.000000,10765.000000,10470.775391,3618
2011-04-06,10880.000000,10935.000000,10635.000000,10675.000000,10383.235352,3472
2011-04-07,10760.000000,11000.000000,10630.000000,10690.000000,10397.824219,8593
2011-04-08,10790.000000,10795.000000,10250.000000,10340.000000,10057.390625,3192
2011-04-11,10220.000000,10420.000000,10205.000000,10275.000000,9994.166992,2283
2011-04-13,10200.000000,10580.000000,10125.000000,10435.000000,10149.794922,3239
2011-04-15,10490.000000,10490.000000,10280.000000,10325.000000,10042.800781,944
2011-04-18,10470.000000,10500.000000,10200.000000,10210.000000,9930.944336,2103
2011-04-19,10130.000000,10345.000000,10010.000000,10240.000000,9960.123047,1297
2011-04-20,10390.000000,10500.000000,10265.000000,10320.000000,10037.937500,1862
2011-04-21,10420.000000,10500.000000,10320.000000,10420.000000,10135.204102,3209
2011-04-25,10450.000000,10500.000000,10275.000000,10310.000000,10028.210938,839
2011-04-26,10360.000000,10390.000000,10255.000000,10345.000000,10062.253906,1121
2011-04-27,10425.000000,10595.000000,10255.000000,10305.000000,10023.346680,1606
2011-04-28,10470.000000,10620.000000,10075.000000,10520.000000,10232.471680,8194
2011-04-29,10500.000000,10510.000000,10160.000000,10325.000000,10042.800781,1232
2011-05-02,10390.000000,10435.000000,10190.000000,10225.000000,9945.533203,528
2011-05-03,10300.000000,10325.000000,10055.000000,10100.000000,9823.949219,591
2011-05-04,10000.000000,10245.000000,9915.000000,10150.000000,9872.583008,2072
2011-05-05,10150.000000,10250.000000,9960.000000,10005.000000,9731.547852,974
2011-05-06,10005.000000,10200.000000,10005.000000,10115.000000,9838.540039,1360
2011-05-09,10110.000000,10290.000000,10040.000000,10200.000000,9921.216797,687
2011-05-10,10250.000000,10380.000000,10140.000000,10270.000000,9989.304688,1161
2011-05-11,10220.000000,10335.000000,10060.000000,10105.000000,9828.814453,1414
2011-05-12,10095.000000,10250.000000,10065.000000,10110.000000,9833.678711,737
2011-05-13,10015.000000,10595.000000,9810.000000,10375.000000,10091.434570,2992
2011-05-16,10465.000000,10640.000000,10215.000000,10540.000000,10251.923828,2510
2011-05-17,10670.000000,10800.000000,10300.000000,10435.000000,10149.794922,2173
2011-05-18,10590.000000,10700.000000,10305.000000,10420.000000,10135.204102,2780
2011-05-19,10400.000000,10460.000000,10250.000000,10290.000000,10008.757813,781
2011-05-20,10200.000000,10430.000000,10200.000000,10335.000000,10052.527344,1070
2011-05-23,10310.000000,10325.000000,10095.000000,10210.000000,9930.944336,997
2011-05-24,10185.000000,10300.000000,10110.000000,10140.000000,9862.857422,532
2011-05-25,10065.000000,10195.000000,9935.000000,9985.000000,9712.093750,1058
